412, 479, 0.2
412, 479, 0
419, 478, 0
419, 478, 0.2
290, 364, 0.2
290, 364, 0
303, 377, 0
303, 377, 0.2
381, 331, 0.2
381, 331, 0
374, 343, 0
374, 343, 0.2
375, 326, 0.2
375, 326, 0
364, 333, 0
364, 333, 0.2
372, 298, 0.2
372, 298, 0
378, 299, 0
378, 299, 0.2
439, 110, 0.2
439, 110, 0
443, 117, 0
443, 117, 0.2
434, 0, 0.2
434, 0, 0
445, 6, 0
445, 6, 0.2
405, 1, 0.2
405, 1, 0
423, 16, 0
415, 0, 0
415, 0, 0.2
227, 0, 0.2
227, 0, 0
187, 37, 0
171, 99, 0
184, 203, 0
215, 265, 0
230, 317, 0
229, 356, 0
172, 402, 0
168, 450, 0
184, 479, 0
200, 479, 0
193, 471, 0
242, 479, 0
223, 471, 0
212, 436, 0
232, 355, 0
232, 318, 0
222, 291, 0
232, 255, 0
243, 245, 0
299, 232, 0
292, 245, 0
298, 262, 0
376, 263, 0
377, 235, 0
422, 251, 0
434, 266, 0
426, 315, 0
401, 353, 0
405, 378, 0
386, 440, 0
376, 447, 0
382, 448, 0
376, 473, 0
414, 454, 0
378, 479, 0
410, 479, 0
436, 433, 0
423, 384, 0
410, 376, 0
412, 340, 0
433, 306, 0
487, 134, 0
473, 79, 0
453, 29, 0
422, 0, 0
453, 31, 0
487, 122, 0
459, 215, 0
450, 125, 0
405, 95, 0
397, 97, 0
372, 71, 0
310, 122, 0
348, 137, 0
385, 133, 0
442, 147, 0
446, 162, 0
439, 171, 0
447, 189, 0
421, 190, 0
431, 202, 0
427, 208, 0
382, 220, 0
360, 209, 0
338, 183, 0
312, 211, 0
246, 204, 0
215, 184, 0
222, 151, 0
237, 136, 0
221, 126, 0
209, 142, 0
207, 217, 0
201, 224, 0
184, 197, 0
187, 173, 0
176, 153, 0
171, 93, 0
187, 37, 0
187, 37, 0.2
