414, 471, 0.2
414, 471, 0
423, 478, 0
423, 478, 0.2
309, 449, 0.2
309, 449, 0
297, 479, 0
306, 466, 0
313, 469, 0
306, 464, 0
306, 464, 0.2
465, 479, 0.2
465, 479, 0
454, 452, 0
430, 434, 0
430, 423, 0
428, 431, 0
371, 429, 0
324, 458, 0
324, 465, 0
355, 478, 0
380, 464, 0
420, 461, 0
431, 479, 0
435, 469, 0
460, 479, 0
459, 471, 0
459, 471, 0.2
389, 419, 0.2
389, 419, 0
347, 426, 0
336, 420, 0
341, 431, 0
320, 428, 0
326, 439, 0
315, 449, 0
360, 421, 0
360, 421, 0.2
632, 407, 0.2
632, 407, 0
628, 413, 0
628, 413, 0.2
527, 402, 0.2
527, 402, 0
556, 448, 0
565, 479, 0
614, 479, 0
565, 412, 0
551, 403, 0
551, 403, 0.2
631, 399, 0.2
631, 399, 0
620, 411, 0
620, 411, 0.2
430, 393, 0.2
430, 393, 0
462, 449, 0
455, 424, 0
436, 410, 0
437, 397, 0
437, 397, 0.2
387, 389, 0.2
387, 389, 0
367, 383, 0
312, 405, 0
276, 441, 0
257, 479, 0
304, 413, 0
321, 411, 0
317, 405, 0
334, 397, 0
348, 404, 0
341, 396, 0
355, 389, 0
363, 395, 0
368, 383, 0
368, 383, 0.2
436, 346, 0.2
436, 346, 0
438, 351, 0
438, 351, 0.2
625, 343, 0.2
625, 343, 0
627, 353, 0
639, 357, 0
639, 357, 0.2
84, 343, 0.2
84, 343, 0
101, 348, 0
101, 348, 0.2
441, 339, 0.2
441, 339, 0
446, 366, 0
477, 382, 0
482, 377, 0
497, 384, 0
489, 377, 0
496, 374, 0
551, 399, 0
639, 396, 0
639, 373, 0
502, 377, 0
480, 362, 0
482, 355, 0
598, 350, 0
601, 342, 0
595, 349, 0
469, 356, 0
469, 356, 0.2
449, 336, 0.2
449, 336, 0
470, 343, 0
470, 343, 0.2
551, 342, 0.2
551, 342, 0
541, 334, 0
521, 337, 0
521, 337, 0.2
584, 334, 0.2
584, 334, 0
603, 341, 0
600, 333, 0
600, 333, 0.2
475, 342, 0.2
475, 342, 0
520, 339, 0
484, 332, 0
484, 332, 0.2
517, 330, 0.2
517, 330, 0
524, 333, 0
524, 333, 0.2
525, 326, 0.2
525, 326, 0
554, 339, 0
571, 338, 0
557, 330, 0
565, 327, 0
581, 336, 0
570, 327, 0
570, 327, 0.2
534, 313, 0.2
534, 313, 0
566, 311, 0
566, 311, 0.2
492, 311, 0.2
492, 311, 0
525, 322, 0
529, 314, 0
529, 314, 0.2
478, 310, 0.2
478, 310, 0
485, 312, 0
485, 312, 0.2
594, 304, 0.2
594, 304, 0
590, 312, 0
590, 312, 0.2
518, 304, 0.2
518, 304, 0
