422, 473, 0.2
422, 473, 0
425, 478, 0
425, 478, 0.2
311, 472, 0.2
311, 472, 0
303, 478, 0
303, 478, 0.2
394, 465, 0.2
394, 465, 0
369, 473, 0
392, 471, 0
392, 471, 0.2
625, 432, 0.2
625, 432, 0
622, 437, 0
622, 437, 0.2
366, 422, 0.2
366, 422, 0
323, 451, 0
311, 450, 0
321, 457, 0
314, 469, 0
332, 468, 0
355, 479, 0
324, 467, 0
322, 457, 0
322, 457, 0.2
463, 415, 0.2
463, 415, 0
483, 437, 0
483, 437, 0.2
604, 414, 0.2
604, 414, 0
595, 431, 0
603, 436, 0
603, 436, 0.2
626, 411, 0.2
626, 411, 0
632, 424, 0
633, 411, 0
633, 411, 0.2
565, 400, 0.2
565, 400, 0
599, 400, 0
589, 414, 0
581, 410, 0
591, 419, 0
605, 400, 0
605, 400, 0.2
528, 392, 0.2
528, 392, 0
558, 405, 0
558, 405, 0.2
454, 384, 0.2
454, 384, 0
463, 448, 0
456, 391, 0
490, 406, 0
502, 391, 0
518, 396, 0
510, 399, 0
511, 414, 0
536, 438, 0
535, 476, 0
543, 479, 0
537, 432, 0
514, 411, 0
515, 401, 0
528, 397, 0
513, 392, 0
525, 388, 0
511, 382, 0
497, 395, 0
497, 395, 0.2
159, 360, 0.2
159, 360, 0
155, 368, 0
155, 368, 0.2
90, 357, 0.2
90, 357, 0
94, 365, 0
94, 365, 0.2
0, 346, 0.2
0, 346, 0
7, 343, 0
7, 343, 0.2
459, 345, 0.2
459, 345, 0
475, 353, 0
467, 347, 0
503, 346, 0
503, 346, 0.2
626, 342, 0.2
626, 342, 0
639, 356, 0
629, 348, 0
637, 349, 0
629, 342, 0
639, 338, 0
639, 338, 0.2
24, 474, 0.2
24, 474, 0
158, 479, 0
167, 467, 0
174, 470, 0
166, 428, 0
174, 421, 0
178, 479, 0
250, 479, 0
269, 421, 0
219, 464, 0
229, 444, 0
206, 439, 0
182, 367, 0
170, 364, 0
182, 417, 0
163, 384, 0
155, 388, 0
158, 414, 0
122, 337, 0
127, 361, 0
108, 364, 0
120, 379, 0
123, 413, 0
134, 408, 0
140, 417, 0
140, 444, 0
121, 437, 0
94, 370, 0
86, 382, 0
97, 390, 0
93, 398, 0
84, 393, 0
79, 410, 0
56, 417, 0
68, 425, 0
51, 434, 0
38, 470, 0
38, 470, 0.2
534, 335, 0.2
534, 335, 0
511, 336, 0
511, 336, 0.2
215, 333, 0.2
215, 333, 0
201, 336, 0
201, 336, 0.2
542, 331, 0.2
542, 331, 0
561, 343, 0
598, 341, 0
587, 347, 0
600, 341, 0
574, 329, 0
584, 339, 0
563, 329, 0
573, 338, 0
564, 340, 0
578, 341, 0
552, 341, 0
552, 341, 0.2
